V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
0.36658209767324557,0.15481738099065415,-1.2365229857002202,0.0781333812343654,0.004305555938788695,-0.802215679817473,-0.8270762555412139,-2.0310058057713345,-1.217463615738986,-0.4000368617643712,-1.9173008407475576,-0.12142671878930147,-0.828962772021423,-1.3767500906565793,-1.586448992039404,1.9476551211226725,-0.508970623537189,-0.7701034805330224,0.04988783918415528,-0.06855874840759114,-0.6062427206434851,-0.8327808665052178,-2.0573682337441705,-0.15106860784609585,-1.1018728260727242,0.9024204925554054,-1.2255236133844707,-0.8586474488934985,-0.9345439921487991,-0.47614865141881574
0.8064219329837911,0.9178559834326798,1.4552918817294207,0.9777125770953964,0.9457622764790251,-0.7574788858345325,0.9020851837658661,-1.966269809755281,-0.7704326165588955,0.7403862849003375,-1.782491281780316,0.934263763548017,1.0372304258246121,-0.44783575701854234,-0.7746904395452108,0.9476725364457023,0.30522397825322123,1.1772834006535693,1.0460063181073704,0.7845947370481982,0.7456353760262295,-0.9986219172068921,-1.4241823627753465,0.8402089389412191,-0.2343448145108927,1.2537243347361884,-0.7543644939899187,1.1415039931189093,-0.7451799103890473,0.390501595095336
1.1062576610172268,1.055066173448906,2.001197986576137,1.2553563772267335,1.5277221221228732,-1.2479737830978808,1.0481885398462318,-1.0105867031011202,-0.6252969662149556,1.1108842555985476,-0.5905112442302743,1.257606374799092,1.3413811106604043,0.6145165475503428,-0.16929730362106718,0.7704958443436791,0.7712165030123151,0.6440869898360776,1.2564696008155585,0.9643718577938211,-0.08219499185828245,-0.19903552152073767,-0.5373177456767843,1.4789845519037395,0.965692429233553,1.365271526090477,0.3164721287971941,1.337887031673603,-1.150007224638466,1.2294165786272424
0.8604790856561428,1.0442198256282715,1.0817891360752332,0.9250615295543027,0.784393541975528,-0.9465010086702917,0.7512369168600611,-1.408904427487007,-1.0062165919014745,0.49324674997610224,-0.9955380446587392,0.7960096330525042,0.7315890496188295,0.15883390605495779,-0.5955132158982731,0.9083862537379312,0.2798712631086727,0.6329898553581418,0.8826779544792995,0.6428370462389811,0.2428068931345757,-0.7212301351835716,-1.1976298744880878,1.31048923147268,-0.3782636135912945,1.0488010417232416,-0.45767896142079834,0.5662088950429723,-1.2468965637635607,0.6007759115086472
1.366705859877033,1.2384215088585617,1.3471954616406656,1.4575799589648188,1.489513913080497,-0.98486622533375,1.0499876506426478,-1.4438300294949933,-0.01125973023061971,1.0822085481492578,-0.9401417329989445,1.413885468426467,1.143511996065405,0.512509934329949,-0.053034278702953276,1.2660349126034944,1.0950132261045604,1.1029271000779022,1.5049082863698333,1.2285190869587497,-0.3476396132709941,-0.6703401913874074,-0.9261322266682924,1.7163198618216933,1.1123910067721976,1.9201368066935613,0.13997758236291502,1.1642892457464338,-0.756197707334846,1.2254497497136587
1.104502317279439,1.3346786628829346,1.486573413382409,1.2608233093015428,1.3785723789292035,-0.5702356347624638,1.2614562398812539,-0.7912222365611846,-0.2401015907782968,1.2264377925749534,-0.34872143824461466,1.3720134809763251,1.331368602863362,0.9358648713928954,0.16617934290080405,1.0115843724296438,0.9329761334160531,0.8862519621920842,1.2035904137532145,1.0638597744422014,0.5879372332366744,-0.5135066087529012,0.19854239174672522,1.351636827659929,0.7110702911878932,1.458869385970901,0.5344018379265242,1.4174723025026579,-0.8687618837995675,1.3612691730841697
1.7352859032169368,1.4676875762385744,1.3926296593058705,1.6992762754445438,1.675335917540593,-1.0019871863914662,1.1624301594679551,-1.0296794825872526,-0.06532094769236614,1.2996640226545901,-0.9452076487016974,1.5811412987778317,1.306356302334675,0.5860852977668992,-0.04076348065166701,1.8406967588928909,1.2032151176019883,1.131954431082996,1.5202831582506224,1.4039834914832818,-0.33314210424564406,-0.5844348628662397,-0.5719275182459339,1.6815811587252374,0.7902714364721722,2.128975894920563,0.26222951997493044,1.3854240355556464,-1.039014457604521,1.4350701833841562
0.7393767608527656,0.6614811526522919,1.3336492838676344,0.7882979579585255,0.9293018864983482,-0.8457134560944758,0.7026341574346643,-1.4529155449087634,-0.4354882524640145,0.5450574218014227,-0.8609630399480066,0.9209382035439108,0.8434996855160075,0.13022860162824537,-0.31421634473754634,0.6526531231200075,0.45908144640261483,1.1605639371396161,0.7289374736449403,0.5586804100584024,0.3927027242521846,-0.5689413380146023,-0.9875542607877756,1.3356010511485148,-0.025910739931777824,1.1262340632772179,0.1172881843463444,1.4118439446142852,-0.7330705751474658,0.6402670985148757
0.8778745838384174,0.860928896607158,0.6419827289070463,0.7853181235450961,0.6202350084584927,-1.0554329822539432,0.4623630592501191,-0.9790591032277784,-0.3414984050080701,0.7365601122710628,-0.8020010598324923,0.7201122687656114,0.40939693887282014,0.09431719244667819,-0.32775811640844926,0.6863195824621372,0.41461734223549274,0.5657689893039022,0.5526691670761793,0.4639616030935217,-1.0648459792298846,-0.4692911657328696,-0.42219734594862846,0.5842711366563502,0.3410074560172382,0.8577233034644357,0.03422145823747384,0.7322542025885056,-0.9637227986338744,0.46678149911429545
1.3841234849988453,1.8068923838504938,1.4664026922937996,1.5431947267187307,1.801197272623489,-0.7013124289578249,1.4799435781628125,-1.1718688912610986,0.13003393167773675,1.4657413922107083,-0.8169975348807365,1.6621808629508654,1.6101940241065382,0.5355691798918758,0.1999275109449916,1.2707911016066018,1.1928857192609472,1.4473484358650195,1.146055592015152,1.1935286032399026,0.3174438075213054,-0.8806450813837895,-0.3072419573583253,1.516088316065718,0.8335841370881909,1.856599192902573,0.3311330816737019,1.3425822699229655,-1.2182979178073807,1.4246114599861552
